,name,party,chamber,text,score_pattern,score_vader
3314,Todd Young,R,senate,http://pbs.twimg.com/media/DJDDiNKWAAAojqs.jpg,0.0,0.0
3315,Heidi Heitkamp,D,senate,My bill w/@SenCapito @SenWhitehouse to promote carbon capture is proof that there is room for bipartisanship in the Senate. More on @NewDay http://pbs.twimg.com/media/DGU26skW0AAHYri.jpg https://video.twimg.com/amplify_video/893169161035296768/pl/npdvaJUnvatxQvuJ.m3u8,0.5,0.3818
3316,Bob Menendez,D,senate,"Sara is a graduate of Union County College. She's lived in Hillside since age 4. When we call on @POTUS to #SaveDACA, we're saying Save Sara http://pbs.twimg.com/media/DIfRtJkV4AAXxqB.jpg",0.0,0.4939
3317,Dan Newhouse,R,house,Working to simplify tax code to increase jobs + ensure US remains globally competitive. Learn more about tax reform: https://fairandsimple.gop/?utm_source=repdannewhouse http://pbs.twimg.com/media/DJh1UXvXUAArCTA.jpg,0.25,0.6808
3318,Paul Gosar,R,house,"My first read of the day. Terrific seeing @SecretaryZinke address issues of importance to AZ!
https://www.lakepowelllife.com/zinke-announces-anti-mussel-attack/",0.125,0.7088
3319,Chuck Schumer,D,senate,.@POTUS had an obligation to bring up Russia’s interference in our election &amp; to take the word of our Intel Community rather than Putin's.,0.0,0.0
3320,Trent Franks,R,house,"As long as violent jihadists exist, killing innocents in name of Islam, they will be a threat, first and foremost to Muslims, and to all.",-0.2,-0.891
3321,Derek Kilmer,D,house,http://pbs.twimg.com/media/DLPsdsbWkAIezOa.jpg,0.0,0.0
3322,Michelle Lujan Grisham,D,house,#TeamMLGwas excited to be at the @youthsummits Town Hall. Always great to see youth in the community valuing the perseverance of heritage. http://pbs.twimg.com/media/DFSWr-SUQAAHCE7.jpg,0.5875,0.836
3323,Ben Cardin,D,senate,... Donald Trump is now president. Did Russia cast a ballot –no. Did Russia use its malicious intent to influence people who did –yes.,0.0,0.0
3324,Jim Cooper,D,house,"RT @BriteHeartNow Hey Team! Today is Nashville Door-to-Door Voter Registration Day!
Meet @ 5:30 at the Hadley Park Community Ctr

https://buff.ly/2wGKz7z http://pbs.twimg.com/media/DJDMMGQWAAAp1f6.jpg",0.0,0.0
3325,Andy Biggs,R,house,WATCH my interview on @FoxBusiness @AftertheBell w/ @MelissaAFrancis. We talked about my push to #CancelAugustRecess https://youtu.be/qwhAjTCFFHQ,0.0,0.0
3326,Peter Welch,D,house,"A disgraceful reminder that it's time to improve #ACA and expand health coverage, not take it away from millions. http://nyti.ms/2tE6e07",0.0,0.6369
3327,David Kustoff,R,house,Hard-working West Tennesseans need tax relief. I’m ready to work with my colleagues and @POTUS to get it done. https://goo.gl/LVpwjB,0.2,0.6808
3328,Orrin Hatch,R,senate,"Yesterday’s visit to the Utah Crime Lab showed the critical need for the Rapid DNA Act #utpol
https://www.usnews.com/news/best-states/utah/articles/2017-07-06/elizabeth-smart-backs-measure-to-speed-up-dna-testing",0.0,-0.7003
3329,Linda Sánchez,D,house,"Here is a list of places to see fireworks in Southern California, including nearby in Whittier. #CA38 #July4 http://www.latimes.com/local/lanow/la-me-local-july-fourth-20170704-story.html",0.0,0.0
3330,Juan Vargas,D,house,"The Trump Administration should stop playing politics with the lives of 800,000 DREAMers. #ProtectDREAMers http://wapo.st/2y9JZQx?tid=ss_tw&utm_term=.d9fcb5a667e8",0.0,-0.1027
3331,John Culberson,R,house,This legislation includes $15.25 billion in aid to help those impacted by Hurricane Harvey in Texas. Help is on the way. #TexasStrong https://twitter.com/SpeakerRyan/status/906166780548308992 QT @SpeakerRyan Breaking news: the House just voted to send critical aid to the victims of #HurricaneHarvey. Next stop → @POTUS.,0.0,0.4824
3332,Ted Cruz,R,senate,Going LIVE momentarily w @radioroula &amp; @radioryanchase on @krbe! Listen here: http://www.krbe.com,0.170454545455,0.0
3333,Sherrod Brown,D,senate,"@senrobportman We need to bring all traffickers to justice. With evolving technology, we must ensure the law keeps pace with this modern-day slavery.",0.0,0.0516
3334,Rand Paul,R,senate,Thanks to the many representatives of Kentucky groups who joined me in Louisville today to talk about Association Health Plans! http://pbs.twimg.com/media/DEFlZRJXoAIcbxb.jpg,0.4125,0.4926
3335,Kamala Harris,D,senate,"Right now, there are women in prison facilities being denied access to hygiene &amp; reproductive health. That’s wrong. https://www.washingtonpost.com/local/social-issues/the-once-whispered-topic-of-womens-menstruation-now-has-political-cachet/2017/08/07/cdeae46e-68a2-11e7-8eb5-cbccc2e7bfbf_story.html?utm_term=.d4b4d1bdc6d3",-0.107142857143,-0.8519
3336,David Perdue,R,senate,.@AUG_Chronicle: RAISE Act takes America's best interests into consideration. Read more ---&gt; http://bit.ly/2fzh3KY #gapol,0.75,0.7351
3337,Jeff Duncan,R,house,RT @USATOpinion From @RepJeffDuncan: My reform on firearm suppressors would adjust onerous regulatory procedure: #Opposingview https://usat.ly/2wAM8BB,0.0,0.0
3338,Val Demings,D,house,"#EyesonChechnya https://twitter.com/LGBTEqCaucus/status/879789485751500800 QT @LGBTEqCaucus BREAKING! The House passed HRes351, which condemns violence against gay and bisexual men in #Chechnya. Congress has its #EyesonChechnya http://pbs.twimg.com/media/DDWj0TNXcAAXnZC.jpg",0.416666666667,-0.6321
3339,Keith Ellison,D,house,Democrats Must Work on Economic Policy: Rep. Raul Grijalva | http://Time.com http://time.com/4848276/democrats-soul-sanders-clinton-jobs/?utm_campaign=time,0.2,0.0
3340,Vicky Hartzler,R,house,"We need a fair, simple and competitive tax code. That's why #taxreform is crucial. Let's unleash American innovation https://fairandsimple.gop/?utm_source=RepVickyHartzler http://pbs.twimg.com/media/DKRQrgAW0AAKda7.jpg",0.175,0.6808
3341,Gene Green,D,house,Proud to join this resolution urging Trump Administration to reverse course and honor #ParisAgreement. Read: https://t.co/UA7ct58wRR https://t.co/F7iPdcJSQM,0.8,0.8176
3342,Kevin McCarthy,R,house,"RT @LifeNewsHQ Republican Leader @GOPLeader ""Look at an unborn child and tell me he doesn't have a right to live."" http://pbs.twimg.com/media/DLPbrlzVAAAA_bB.jpg",0.211038961039,0.0
3343,Joaquin Castro,D,house,"RT @SJGottfried DREAMer student: ""We're not here to take advantage of US, we're here for US to take advantage of us."" https://youtu.be/LA06kncPpqQ via @dcbigjohn",0.0,0.4588
3344,Nancy Pelosi,D,house,"The hopes, dreams, &amp; aspirations of DREAMers could not be more American. They deserve a vote on the #DREAMAct!",0.25,0.6996
3345,Mark Warner,D,senate,"Don't call this a healthcare bill. https://t.co/Fv8K0jp1pI QT @AP_Politics BREAKING: Senate Republicans unveil health care bill scuttling Obama law; plan cuts Medicaid, slashes taxes for wealthy",0.5,0.7378
3346,Roger Wicker,R,senate,"RT @MSEMA Hancock County opens shelter and recommends voluntary evacuations for low lying areas; CLICK
https://buff.ly/2y5E5j2
https://buff.ly/2y5H5w6",0.0,-0.5574
3347,Mark Meadows,R,house,Excited to join @DanaPerino on her new show @dailybriefing shortly! Hope you'll tune in -- @FoxNews,0.170454545455,0.7777
3348,Debbie Stabenow,D,senate,@ChrisVanHollen They also just rejected my amendment to ensure there are no tax breaks for companies that ship jobs overseas!  That’s outrageous!,-1.0,-0.7568
3349,Mario Diaz-Balart,R,house,"From our military to our energy programs, the bill funds the most important and vital components to our #natsec https://mariodiazbalart.house.gov/media-center/press-releases/diaz-balart-votes-to-support-military-protect-national-security",0.225,0.6865
3350,Mike Gallagher,R,house,Earlier my amendment to boost small shipyard development passed the House. Read more on it's importance for #WI08: https://gallagher.house.gov/media/press-releases/gallagher-amendment-passes-house-boosts-small-shipyard-development,0.0833333333333,0.6666
3351,Jim Himes,D,house,To my @GOP friends: your condemnations of white supremacy are welcomed. We got that. But this is now about a US President who disagrees. So?,0.0,0.5267
3352,Brenda Lawrence,D,house,Deepest condolences to the victims and loved ones of this heinous terrorist attack in #Barcelona.  https://www.google.com/amp/s/amp.cnn.com/cnn/2017/08/17/europe/barcelona-las-ramblas-van-hits-crowd/index.html,0.7,-0.7351
3353,Hal Rogers,R,house,RT @SOAR_EKY Do you believe in a 21st Century Appalachia? Share this video and join us in this important work. @ARCgov @GovMattBevin @RepHalRogers http://pbs.twimg.com/ext_tw_video_thumb/897494046138138624/pu/img/ziwHkankKMHYNt2J.jpg https://video.twimg.com/ext_tw_video/897494046138138624/pu/vid/1280x720/LNrFfXKWk2g1aOB_.mp4,0.4,0.6597
3354,Jim Cooper,D,house,"RT @tnimmigrant 🚨🚨Urgent: Don't forget your #DACA renewal must be received before Thursday! If you need help or can't pay the fee, please call 615-414-1030.",0.0,0.7394
3355,Martha Roby,R,house,I've enjoyed spending time with the Catfish Farmers of America this week! Always great to see friends at their annual fish fry. http://pbs.twimg.com/media/DLTB-q1W4AAoUj6.jpg,0.7125,0.8955
3356,Steve Cohen,D,house,"Woody Guthrie lyrics ""Old Man Trump."" 
Can you imagine dinner table conversation? https://twitter.com/duckytoday/status/897236276524568577 QT @Duckytoday @RepCohen i did not know that - thanks, Steve http://pbs.twimg.com/media/DHOfnj6VwAAOcFJ.jpg",0.15,0.2794
3357,Alma Adams,D,house,"RT @thecharpost Health care town hall meeting with @RepAdams today, 6 p.m., Mayfield Missionary Baptist Church, 700 Sugar Creek Road West. http://pbs.twimg.com/media/DEZP2gOXcAATnyd.jpg",0.0,0.4939
3358,Rodney Davis,R,house,"3 major things for small businesses: 
✅Separates small business income
✅Ends the “Death Tax”
✅Repeals the Alternative Minimum Tax",-0.145833333333,0.0
3359,Bradley Byrne,R,house,Just cast my vote in favor of #MicahsLaw to end abortions after 20 weeks and stand up for life. More: https://byrne.house.gov/media-center/press-releases/byrne-votes-for-pro-life-micah-s-law #ProLife,0.5,0.4019
3360,Tom Reed,R,house,"All important issues in our region. https://twitter.com/specnewsbuffalo/status/910673816711520256 QT @SPECNewsBuffalo .@RepTomReed touched on tax reform, immigration policy &amp; developing fair trade agreements during a forum Wednesday. http://specne.ws/qDe14y",0.55,0.8286
3361,Mark Takano,D,house,I support S.114 to prevent a VA Choice funding lapse. But it's only a short-term fix. Choice has been uneven/confusing for many veterans.,0.25,0.4215
3362,Sherrod Brown,D,senate,A beautiful story about the kindness of people. https://www.washingtonpost.com/news/inspired-life/wp/2017/08/04/a-womans-dying-wish-was-a-milkshake-so-a-restaurant-3-states-away-made-sure-she-got-it/?utm_term=.3aa7bdf9aeff&wpisrc=nl_most&wpmm=1,0.85,0.7845
3363,Darrell Issa,R,house,RT @ESAGovAffairs We commend @RepDougCollins @RepDelBene @DarrellIssa &amp; @RepJeffries for introducing the #ICPA. http://bit.ly/2vYx9Rz http://pbs.twimg.com/media/DJxIGqTX0AAibf-.jpg,0.0,0.4404
3364,Tammy Baldwin,D,senate,I'm for #ABetterDeal on trade and jobs that includes a strong #BuyAmerica commitment to Wisconsin workers. #MadeInWI https://www.nytimes.com/2017/08/02/us/politics/senate-democrats-seek-to-outdo-trump-on-trade.html http://pbs.twimg.com/media/DGQJx__VoAA5n3v.jpg,0.433333333333,0.7096
3365,Joni Ernst,R,senate,Proud to help introduce the bipartisan Know Before You Owe Federal Student Loan Act. Read more here: https://www.ernst.senate.gov/public/index.cfm/press-releases?ID=5C01C895-3F6F-4A64-A279-28685B9090C8,0.65,0.7003
3366,John Hoeven,R,senate,RT @FEMA_Brock With @SenJohnHoeven to view Minot's flood mitigation efforts. Look forward to continued partnership between ND &amp; @fema. http://pbs.twimg.com/media/DHiDzUMXoAAMf52.jpg,0.0,0.0
3367,Dwight Evans,D,house,👍🏿 https://twitter.com/HeardontheHill/status/907685336804941825 QT @HeardontheHill HOH's healthy eating video with @RepDwightEvans had a surprise appearance from @SenWarren http://www.rollcall.com/video/at_the_table_rep_dwight_evans_talks_healthy_eating_at_philly_vegan_joint_in_d_c,0.5,0.8091
3368,Lacy Clay,D,house,RT @rephaywood We REFUSE to stand idly by as President Trump attempts to suppress our votes. https://goo.gl/2ACSB3 http://pbs.twimg.com/media/DHOCA1VV0AA3xE0.jpg,0.0,-0.4466
3369,Eleanor Holmes Norton,D,house,RT @DCHistory We’re proud to recognize Congresswoman Eleanor Holmes Norton for her Civic Leadership &amp; service to DC. #DCHistoryMakers @EleanorNorton http://pbs.twimg.com/media/DK2kTZzW0AExaZ5.jpg,0.8,0.4767
3370,Brian Higgins,D,house,"Great work by Supervisor McMurray https://twitter.com/Nate_McMurray/status/879760045331841024 QT @Nate_McMurray CHANGE IS COMING FOLKS. We are not there yet, but we will get there . . . TOGETHER! 

http://buffalonews.com/2017/06/27/little-humor-moves-grand-island-closer-cashless-tolling/",1.0,0.6259
3371,Rob Portman,R,senate,Proud to advocate for Lima &amp; its workers in the Senate. The JSMC is critical to our nat'l security &amp; Lima community: https://www.portman.senate.gov/public/index.cfm?p=press-releases&id=261C670E-76F1-495A-9BEE-2564899F2085,0.4,0.4939
3372,Catherine Cortez Masto,D,senate,"Congratulations, @LuzGrayNV on becoming a U.S. Citizen last week! We are proud you call Nevada home. https://twitter.com/MichelleRindels/status/903664570706739200 QT @MichelleRindels Congratulations to my beautiful friend and coworker @LuzGrayNV on becoming a US citizen today. America is so much richer to have you in it. http://pbs.twimg.com/media/DIp2IVrV4AAhp9-.jpg",0.458333333333,0.9788
3373,David Cicilline,D,house,"RT @RepDavidEPrice I'm proud to cosponsor @davidcicilline's bill to prohibit sales of ""bump stocks"" which turn semiautomatic rifles into automatic machine guns http://pbs.twimg.com/media/DLZQYnaW4AAPMrO.jpg http://pbs.twimg.com/media/DLZQYnaXkAAq1zD.jpg",0.8,0.4767
3374,Joaquin Castro,D,house,2/3 One amendment seeks to help U.S. workers and businesses remain internationally competitive.,0.0,0.5267
3375,Adam Kinzinger,R,house,RT @WJBC .@RepKinzinger: Political rhetoric has become too caustic: http://ow.ly/raCa30d7W0W,-0.2,0.0
3376,Mike Thompson,D,house,"RT @RohnertParkCity SMART will offer limited emergency service between downtown Santa Rosa and downtown San Rafael today, Oct 9. http://sonomamarintrain.org/node/151 http://pbs.twimg.com/media/DLuoAQVUMAIJSkH.jpg",0.0714285714286,-0.0173
3377,Lucille Roybal-Allard,D,house,".@SenateGOP has delayed a vote on #Trumpcare! I'll keep fighting to block this heartless bill. #ProtectOurCare https://twitter.com/AP/status/879758301734604800 QT @AP BREAKING: Lacking votes, Senate GOP leaders abruptly delay vote on health care bill until after July 4th recess.",-0.125,-0.7104
3378,Pramila Jayapal,D,house,"Thank you @mosesbread72 and @DougBaldwinJr! https://twitter.com/AC360/status/913221873017683968 QT @AC360 ""I would like to challenge every American, that's watching this show, to treat people better."" @mosesbread72 http://cnn.it/2xMVy0g",0.25,0.8962
3379,Yvette Clarke,D,house,"The more we know, the worse it gets. http://www.slate.com/blogs/the_slatest/2017/07/10/trump_jr_reportedly_told_clinton_info_part_of_russian_effort_to_aid_trump.html",0.05,-0.4767
3380,Maggie Hassan,D,senate,WATCH: I’m joining my colleagues &amp; @ANAPresident to speak out against the dangerous @SenateGOP #Trumpcare bill https://t.co/YpVD1mnU4O,-0.6,-0.4767
3381,Hakeem Jeffries,D,house,Why is Trump intent on lighting a match that could set the world on fire? #Reckless  https://www.nytimes.com/2017/10/11/world/middleeast/trump-iran-nuclear-deal.html,0.0,-0.34
3382,John McCain,R,senate,"Must-read by my friend @JoeLieberman in @WSJ: ""HillaryCare Lessons for Today"" https://www.wsj.com/articles/hillarycare-lessons-for-today-1501542452",0.0,0.4939
3383,Paul Tonko,D,house,"@CenterOnBudget @amprog “President Trump’s Laughable Plan to Cut His Own Taxes” via @nytimes
https://www.nytimes.com/2017/04/26/opinion/trumps-laughable-plan-to-cut-his-own-taxes.html http://pbs.twimg.com/media/DEdTzF4XsAAPEom.jpg",0.05,-0.2263
